,fan_in,fan_out,loc,cyclomatic_complexity,num_parameters,cluster,pca1,pca2
ReduceTaskRunner.prepare,1,42,180,28,0,4,11.386181459582513,-0.3864072838674683
ReduceTaskRunner.getCopyResult,1,3,14,5,0,0,0.3637571434257655,-0.19610024334417978
ReduceTaskRunner.queryJobTracker,1,11,29,4,2,2,1.0624748492464422,-0.7205512564830203
ReduceTaskRunner.close,348,64,4,1,0,3,-0.5727626571029553,3.2461787071532697
ReduceTaskRunner.kill,8,11,6,1,0,0,-0.730123457663725,0.03562759162246433
CopyResult.getMapId,5,1,1,1,0,0,-0.9746312070297662,-0.10989055561362536
CopyResult.getSuccess,1,0,1,1,0,0,-0.9800867224306339,-0.15274612792706074
CopyResult.getSize,21,0,1,1,0,0,-0.9899454640458762,-0.00681136599076669
CopyResult.getHost,27,7,1,1,0,0,-0.9409122404630358,0.1326494020733576
CopyResult.getLocation,0,0,1,1,0,0,-0.9795937853498717,-0.1600428660238755
PingTimer.progress,5,10,3,1,0,0,-0.8391002641668543,0.007903717195515705
MapOutputCopier.fail,12,3,8,2,0,0,-0.5040512779492317,-0.06235984261957171
MapOutputCopier.getLocation,0,0,3,1,0,0,-0.9109082160022055,-0.16526617255032364
MapOutputCopier.start,34,6,3,1,1,0,-0.7116373472030931,-0.1387790048482274
MapOutputCopier.finish,9,7,10,2,1,0,-0.2327106952620868,-0.3384125308784209
MapOutputCopier.run,16,267,31,6,0,1,3.119764518264571,3.4648662624504154
MapOutputCopier.copyOutput,1,10,28,2,2,2,0.5831518638862829,-0.7064039817591049
SequenceFileInputFilter.getRecordReader,7,28,6,1,4,2,0.08250155152972166,-0.9537571963160014
SequenceFileInputFilter.setFilterClass,3,2,3,1,2,0,-0.5545982053936047,-0.7232660127008527
FilterBase.getConf,21,0,3,1,0,0,-0.92125989469821,-0.012034672517214837
RegexFilter.setPattern,1,2,8,2,2,0,-0.16312193938170957,-0.7635198759040365
RegexFilter.setConf,19,5,7,2,1,0,-0.35552294753903985,-0.28494742997295475
RegexFilter.accept,6,14,3,1,1,0,-0.6384169991504244,-0.23373871214962647
PercentFilter.setFrequency,2,1,6,2,2,0,-0.23972770953405417,-0.7646684512069502
PercentFilter.setConf,19,5,8,2,1,0,-0.3211801628652067,-0.28755908323617885
PercentFilter.accept,6,14,9,3,1,0,0.005192645854984494,-0.2746128731158388
MD5Filter.setFrequency,2,1,6,2,2,0,-0.23972770953405417,-0.7646684512069502
MD5Filter.setConf,19,5,8,2,1,0,-0.3211801628652067,-0.28755908323617885
MD5Filter.accept,6,14,20,5,1,0,0.8205162142295591,-0.3285453003981714
MD5Filter.MD5Hashcode,5,7,3,1,1,0,-0.6899149081370755,-0.33671578972967725
MD5Filter.MD5Hashcode,5,7,3,1,1,0,-0.6899149081370755,-0.33671578972967725
MD5Filter.MD5Hashcode,5,7,8,2,3,2,0.043509778116350185,-0.969603471032558
FilterRecordReader.next,212,47,10,3,2,3,0.3545572419825819,1.3733543319819297
SequenceFileInputFormat.listPaths,27,17,11,3,2,2,0.2572754748799222,-0.3892124669773116
SequenceFileInputFormat.getRecordReader,7,28,6,1,4,2,0.08250155152972166,-0.9537571963160014
SequenceFileOutputFormat.getRecordWriter,2,22,33,2,4,2,1.1864343092647358,-1.155369365157618
SequenceFileOutputFormat.getReaders,0,4,13,2,2,0,0.023939448516050656,-0.7565376404646182
SequenceFileRecordReader.getKeyClass,10,1,1,1,0,0,-0.9770958924335768,-0.07340686512955184
SequenceFileRecordReader.getValueClass,10,1,1,1,0,0,-0.9770958924335768,-0.07340686512955184
SequenceFileRecordReader.createKey,3,2,4,1,0,0,-0.8631897151228263,-0.11865037167075036
SequenceFileRecordReader.createValue,4,2,3,1,0,0,-0.8980254368774216,-0.10874198031071163
SequenceFileRecordReader.next,212,47,11,4,2,3,0.60767649513762,1.3581405580252717
SequenceFileRecordReader.next,212,47,11,4,1,3,0.4362093479360926,1.661754205171935
SequenceFileRecordReader.getCurrentValue,5,10,3,1,1,0,-0.6676331169653269,-0.29570992995114753
SequenceFileRecordReader.getPos,36,4,3,1,0,0,-0.8989448960139771,0.15209087863971205
SequenceFileRecordReader.seek,28,13,3,1,1,0,-0.6566888786511071,-0.08687909394587957
SequenceFileRecordReader.close,348,64,1,1,0,3,-0.6757910111244547,3.254013666942942
StatusHttpServer.setAttribute,2,2,3,1,2,0,-0.5541052683128426,-0.7305627507976674
StatusHttpServer.addServlet,2,3,16,5,3,2,0.9463512172972519,-1.104867753213803
StatusHttpServer.makeRuntimeException,3,1,7,2,2,0,-0.20587786194098315,-0.7599833663733595
StatusHttpServer.getAttribute,14,2,3,1,1,0,-0.7314876604835153,-0.33938824648922783
StatusHttpServer.getWebAppsPath,0,7,12,4,0,0,0.10649709757332104,-0.130897074516406
StatusHttpServer.getPort,6,1,3,1,0,0,-0.906438574762862,-0.10781712404325881
StatusHttpServer.setThreads,0,2,4,1,2,0,-0.5187766094774852,-0.7477678802545208
StatusHttpServer.start,34,6,32,9,0,0,1.8630480089861807,-0.011720267882533816
StatusHttpServer.stop,19,5,3,1,0,0,-0.883137701917105,0.0417149509200387
StackServlet.doGet,0,26,6,1,2,0,-0.2718367107558307,-0.424944308552731
Task.setJobFile,1,0,1,1,1,0,-0.8086195752291064,-0.456359775073724
Task.getJobFile,9,1,1,1,0,0,-0.9766029553528147,-0.08070360322636654
Task.getTaskId,70,0,1,1,0,0,-1.0140993810032202,0.35072880075315366
Task.getTipId,2,0,1,1,0,0,-0.980579659511396,-0.1454493898302461
Task.getJobId,40,0,3,1,0,0,-0.9306256992326902,0.12660335132226452
Task.getPartition,5,1,3,1,0,0,-0.9059456376820999,-0.1151138621400735
Task.getPhase,1,0,3,1,0,0,-0.9114011530829675,-0.15796943445350883
Task.setPhase,2,0,3,1,1,0,-0.7404269429622022,-0.45428634350335745
Task.write,361,66,7,1,1,3,-0.28982081048200353,3.0569249353278787
Task.readFields,59,31,7,1,1,0,-0.40090804242890926,0.3749083326736585
Task.toString,437,49,1,1,0,3,-0.8310713671710259,3.698394058666802
Task.localizeConfiguration,3,10,7,1,1,0,-0.52927610410847,-0.3207500191976731
Task.run,16,267,1,1,2,1,1.338532930046606,2.998999169520981
Task.createRunner,1,0,1,1,1,0,-0.8086195752291064,-0.456359775073724
Task.isMapTask,19,0,1,1,0,0,-0.9889595898843521,-0.02140484218439607
Task.getProgress,14,0,1,1,0,0,-0.9864949044805414,-0.05788853266846965
Task.getReporter,2,3,11,1,2,0,-0.27193572719826103,-0.7377873569772833
Task.reportProgress,11,14,4,1,2,0,-0.4350717526788744,-0.5034803220754401
Task.reportProgress,11,14,15,3,1,0,0.20878466849417288,-0.25379910221110963
Task.done,5,17,22,5,1,0,0.911976511829736,-0.3000594852429045
TaskInProgress.makeUniqueString,1,4,11,2,1,0,-0.21670620511390518,-0.4404039486946923
TaskInProgress.init,12,44,11,2,1,0,0.0749620359543582,0.1866049674173328
TaskInProgress.getJob,9,2,3,1,0,0,-0.9004901222812322,-0.07225828982663811
TaskInProgress.getTIPId,26,0,3,1,0,0,-0.9237245801020206,0.024449017966858683
TaskInProgress.isMapTask,19,0,3,1,0,0,-0.9202740205366857,-0.026628148710844218
TaskInProgress.isRunning,6,1,3,1,0,0,-0.906438574762862,-0.10781712404325881
TaskInProgress.isComplete,15,3,3,1,0,0,-0.8960204810418888,-0.014809241319573327
TaskInProgress.isComplete,15,3,8,3,1,0,-0.11528647350878558,-0.35668539616922484
TaskInProgress.isFailed,1,0,3,1,0,0,-0.9114011530829675,-0.15796943445350883
TaskInProgress.numTaskFailures,0,0,3,1,0,0,-0.9109082160022055,-0.16526617255032364
TaskInProgress.getProgress,14,0,3,1,0,0,-0.9178093351328751,-0.0631118391949178
TaskInProgress.shouldCloseForClosedJob,1,5,15,4,1,0,0.36564513426775347,-0.4623861832082799
TaskInProgress.generateSingleReport,4,8,12,2,0,0,-0.32560032398822114,-0.06283726081610262
TaskInProgress.getDiagnosticInfo,5,1,3,1,1,0,-0.7344784904805725,-0.41872750928673674
TaskInProgress.updateStatus,1,9,38,9,1,2,2.279120579067606,-0.5307903320248969
TaskInProgress.failedSubTask,1,11,25,6,2,2,1.3626566475135196,-0.7353088848169921
TaskInProgress.completed,1,5,15,1,1,0,-0.2906842711758614,-0.4245798211279779
TaskInProgress.getTaskStatuses,2,6,3,1,0,0,-0.8673305078202327,-0.06866097679963472
TaskInProgress.kill,8,11,8,3,0,0,-0.22388495135364883,0.005200043709148187
TaskInProgress.wasKilled,0,0,3,1,0,0,-0.9109082160022055,-0.16526617255032364
TaskInProgress.recomputeProgress,3,10,28,7,0,0,1.3331140377277286,-0.14759381473931907
TaskInProgress.isRunnable,2,0,3,2,0,0,-0.6931176216825248,-0.16327481705012822
TaskInProgress.hasSpeculativeTask,1,2,15,6,1,0,0.780916280058415,-0.5285962843736776
TaskInProgress.getTaskToRun,2,9,24,3,1,0,0.4851698456659495,-0.4113177240823414
TaskInProgress.hasFailedOnMachine,3,1,3,1,1,0,-0.7334926163190482,-0.4333209854803661
TaskInProgress.hasRunOnMachine,1,3,4,2,1,0,-0.4645329615546535,-0.4357909957783005
TaskInProgress.getNumberOfFailedMachines,1,1,3,1,0,0,-0.9039738893590514,-0.14430081452733226
TaskInProgress.getIdWithinJob,1,0,3,1,0,0,-0.9114011530829675,-0.15796943445350883
Writer.getLogSplit,5,2,4,1,1,0,-0.6927084420828231,-0.4076705426237842
Writer.deleteDir,2,3,10,3,1,0,-0.04019272211121171,-0.4567662979542641
Writer.init,12,44,30,5,0,0,1.2123372029992756,0.4027908404824369
Writer.write,361,66,19,3,3,3,0.9027798369694591,2.393153560488996
Writer.close,348,64,12,3,0,3,0.13953255725011998,3.2000812396606095
Writer.createLogSplit,2,2,5,1,1,0,-0.6568868461667036,-0.4321724101774524
Writer.writeIndexRecord,2,3,6,1,0,0,-0.7865839449704817,-0.11750179636783663
Writer.logRotate,1,6,29,3,0,0,0.4636277677426016,-0.1690649411271429
TaskLogsPurgeFilter.accept,6,14,4,1,1,0,-0.6040742144765912,-0.2363503654128505
Reader.init,12,44,33,3,0,0,0.8778126200583652,0.4201601220796327
Reader.getTotalLogSize,0,1,7,2,0,0,-0.5473333451017517,-0.17464628637047722
Reader.fetchAll,0,6,39,6,0,0,1.4638779570053102,-0.24028457393650007
Reader.tail,0,3,15,3,5,2,0.818375664225588,-1.6988726290506664
Reader.read,105,28,82,14,5,4,5.659806590283545,-0.9046037269944938
Reader.getLogSplit,5,2,13,2,1,0,-0.16484691153711967,-0.44377754268623476
TaskReport.getTaskId,70,0,1,1,0,0,-1.0140993810032202,0.35072880075315366
TaskReport.getProgress,14,0,1,1,0,0,-0.9864949044805414,-0.05788853266846965
TaskReport.getState,31,0,1,1,0,0,-0.9948748348534975,0.06615601497738029
TaskReport.getDiagnostics,0,0,1,1,0,0,-0.9795937853498717,-0.1600428660238755
TaskReport.getFinishTime,6,0,3,1,0,0,-0.9138658384867782,-0.12148574396943539
TaskReport.setFinishTime,3,0,3,1,1,0,-0.7409198800429644,-0.44698960540654276
TaskReport.getStartTime,5,0,3,1,0,0,-0.9133729014060161,-0.12878248206625012
TaskReport.setStartTime,2,0,3,1,1,0,-0.7404269429622022,-0.45428634350335745
TaskReport.write,361,66,8,1,1,3,-0.25547802580817036,3.0543132820646544
TaskReport.readFields,59,31,11,1,1,0,-0.2635369037335766,0.36446171962076224
TaskRunner.getTask,26,5,1,1,0,0,-0.9552738308301061,0.09801542412418975
TaskRunner.getTracker,4,0,1,1,0,0,-0.9815655336729202,-0.1308559136366166
TaskRunner.prepare,1,42,4,1,0,0,-0.5651132920046553,0.4135009491826835
TaskRunner.close,348,64,1,1,0,3,-0.6757910111244547,3.254013666942942
TaskRunner.stringifyPathArray,2,1,10,3,1,0,-0.05504724955904405,-0.4841035378066173
TaskRunner.run,16,267,157,23,0,4,11.166155351348033,2.9215618994958064
TaskRunner.handleDeprecatedHeapSize,1,4,18,4,2,2,0.6327133717668643,-0.7875034100707918
TaskRunner.replaceAll,15,3,15,5,3,2,0.9056002505735112,-1.0073985046919876
TaskRunner.runChild,1,10,25,4,2,2,0.9176764468271933,-0.7237732633563008
TaskRunner.kill,8,11,6,2,0,0,-0.5113469891825201,0.023025470929030307
TaskRunner.logStream,2,5,18,4,1,0,0.4681805512084909,-0.4629244049011374
TaskStatus.getTaskId,70,0,1,1,0,0,-1.0140993810032202,0.35072880075315366
TaskStatus.getIsMap,5,0,1,1,0,0,-0.9820584707536824,-0.12355917553980199
TaskStatus.getProgress,14,0,1,1,0,0,-0.9864949044805414,-0.05788853266846965
TaskStatus.setProgress,1,0,1,1,1,0,-0.8086195752291064,-0.456359775073724
TaskStatus.getRunState,30,0,1,1,0,0,-0.9943818977727353,0.058859276880565595
TaskStatus.getTaskTracker,4,1,1,1,0,0,-0.9741382699490041,-0.11718729371044005
TaskStatus.setTaskTracker,1,0,1,1,1,0,-0.8086195752291064,-0.456359775073724
TaskStatus.setRunState,6,0,1,1,1,0,-0.811084260632917,-0.4198760845896505
TaskStatus.getDiagnosticInfo,5,1,1,1,0,0,-0.9746312070297662,-0.10989055561362536
TaskStatus.setDiagnosticInfo,1,0,1,1,1,0,-0.8086195752291064,-0.456359775073724
TaskStatus.getStateString,2,0,1,1,0,0,-0.980579659511396,-0.1454493898302461
TaskStatus.setStateString,1,0,1,1,1,0,-0.8086195752291064,-0.456359775073724
TaskStatus.getFinishTime,6,0,3,1,0,0,-0.9138658384867782,-0.12148574396943539
TaskStatus.setFinishTime,3,0,9,3,1,0,-0.09731023503755552,-0.4878637663727551
TaskStatus.getShuffleFinishTime,1,0,3,1,0,0,-0.9114011530829675,-0.15796943445350883
TaskStatus.setShuffleFinishTime,1,0,3,1,1,0,-0.7399340058814401,-0.4615830816001721
TaskStatus.getSortFinishTime,1,0,3,1,0,0,-0.9114011530829675,-0.15796943445350883
TaskStatus.setSortFinishTime,1,0,6,2,1,0,-0.41812918337873567,-0.48202016208327825
TaskStatus.getStartTime,5,0,3,1,0,0,-0.9133729014060161,-0.12878248206625012
TaskStatus.setStartTime,2,0,3,1,1,0,-0.7404269429622022,-0.45428634350335745
TaskStatus.getPhase,1,0,3,1,0,0,-0.9114011530829675,-0.15796943445350883
TaskStatus.setPhase,2,0,3,1,1,0,-0.7404269429622022,-0.45428634350335745
TaskStatus.write,361,66,15,2,1,3,0.20369793538986677,3.0234295885286526
TaskStatus.readFields,59,31,15,2,1,0,0.09261070344296103,0.341412985874432
TaskTracker.addTaskToJob,1,4,16,2,3,2,0.29794201265831544,-1.0606895093041389
TaskTracker.removeTaskFromJob,1,4,15,3,2,2,0.3109085492641598,-0.7670663295876856
TaskTracker.getCacheSubdir,2,0,3,1,0,0,-0.9118940901637297,-0.1506726963566942
TaskTracker.getJobCacheSubdir,3,0,3,1,0,0,-0.9123870272444918,-0.1433759582598795
TaskTracker.getProtocolVersion,1,2,3,1,2,0,-0.5536123312320804,-0.7378594888944822
TaskTracker.initialize,3,16,57,3,0,0,1.4985125016875671,-0.09091155704202118
TaskTracker.localizeJob,1,21,55,7,1,2,2.5145221462473537,-0.38596075699871885
TaskTracker.launchTaskForJob,1,6,18,3,2,2,0.42879143073349163,-0.7475640495250047
TaskTracker.shutdown,49,14,12,3,0,0,-0.0844424417978146,0.3349255524041845
TaskTracker.close,348,64,30,3,0,3,0.7577026813791169,3.1530714809225766
TaskTracker.getJobClient,1,0,3,1,0,0,-0.9114011530829675,-0.15796943445350883
TaskTracker.getFileSystem,15,3,3,1,0,0,-0.8960204810418888,-0.014809241319573327
TaskTracker.offerService,3,38,53,11,0,4,3.27475291276803,0.11942772883928786
TaskTracker.transmitHeartBeat,1,10,35,5,0,0,1.136946467643675,-0.15526462238864888
TaskTracker.checkForNewTasks,1,5,16,6,0,0,0.6660737087024692,-0.18658843071170864
TaskTracker.markUnresponsiveTasks,1,10,17,5,0,0,0.5187763435146782,-0.10825486365061586
TaskTracker.closeCompletedTasks,1,7,18,4,0,0,0.3120608685355579,-0.1392702559989357
TaskTracker.killOverflowingTasks,1,7,18,3,0,0,0.09328440005435296,-0.12666813530550167
TaskTracker.findTaskToKill,1,9,30,10,0,0,2.051687622956618,-0.2188855794658752
TaskTracker.enoughFreeSpace,2,5,20,5,1,0,0.7556425890373621,-0.4807498321210195
TaskTracker.startNewTask,1,10,27,4,1,0,0.8148948689733323,-0.4253829227360857
TaskTracker.run,16,267,35,12,0,1,4.5697944678471325,3.3788069252369155
TaskTracker.getTask,26,5,8,2,1,0,-0.32463072243054153,-0.23648191655847592
TaskTracker.progress,5,10,8,2,4,2,0.23725871648962615,-1.2322112584006915
TaskTracker.reportDiagnosticInfo,8,5,8,2,2,0,-0.14429070777529587,-0.6714368494478037
TaskTracker.ping,2,1,3,1,1,0,-0.7329996792382861,-0.4406177235771809
TaskTracker.done,5,17,8,2,1,0,-0.22515187904754294,-0.22568997747746575
TaskTracker.fsError,2,2,4,1,1,0,-0.6912296308405368,-0.42956075691422835
TaskTracker.reportTaskFinished,1,4,15,2,1,0,-0.07933506641857256,-0.45085056174758853
TaskTracker.mapOutputLost,2,7,8,2,2,0,-0.12647855784289083,-0.6878800381763388
TaskTracker.getName,199,5,3,1,0,3,-0.9718663764542864,1.3551278083466851
TaskTracker.getRunningTaskStatuses,0,7,9,2,0,0,-0.43408419341058835,-0.09785787333986588
TaskTracker.getJobConf,0,0,3,1,0,0,-0.9109082160022055,-0.16526617255032364
TaskTracker.checkLocalDirs,2,3,18,5,1,0,0.6721024922418635,-0.5028637654469246
TaskTracker.isIdle,3,2,3,1,0,0,-0.8975324997966595,-0.11603871840752632
TaskTracker.main,3,187,17,3,1,1,1.5663303587254331,2.0472749337164733
TaskTrackerMetrics.completeTask,1,2,8,2,0,0,-0.5060562337847645,-0.15629258161071005
BlockingQueue.put,89,5,6,1,1,0,-0.6431477963474264,0.24103801076073253
BlockingQueue.take,0,4,12,3,0,0,-0.1345611620796324,-0.15930081360150175
TaskInProgress.localizeTask,1,18,32,3,1,0,0.8272504336526225,-0.31649010894935925
TaskInProgress.getTask,26,5,3,1,0,0,-0.8865882614824397,0.0927921175977416
TaskInProgress.setJobConf,2,42,4,1,1,0,-0.3941390818838901,0.11718404013283495
TaskInProgress.createStatus,2,5,10,2,0,0,-0.41558181034611175,-0.11321329026181369
TaskInProgress.launchTask,1,5,7,1,0,0,-0.7368936957680541,-0.10007294787552216
TaskInProgress.reportProgress,11,14,16,4,3,2,0.8048382160522658,-0.876240170461094
TaskInProgress.getLastProgressReport,1,0,3,1,0,0,-0.9114011530829675,-0.15796943445350883
TaskInProgress.getRunState,30,0,3,1,0,0,-0.9256963284250691,0.05363597035411745
TaskInProgress.reportDiagnosticInfo,8,5,3,1,1,0,-0.7062482468271941,-0.34216281529158626
TaskInProgress.reportDone,1,4,6,1,0,0,-0.7786637441658034,-0.11112991453847475
TaskInProgress.taskFinished,1,4,49,8,0,0,2.229511276177457,-0.3116458497111472
TaskInProgress.jobHasFinished,1,11,27,5,0,0,0.869631453976926,-0.1207027763566798
TaskInProgress.killAndCleanup,2,1,17,5,1,0,0.622905180120198,-0.5275893520360537
TaskInProgress.mapOutputLost,2,7,13,2,1,0,-0.12623178167525248,-0.397324657345796
TaskInProgress.cleanup,13,11,21,5,0,0,0.6576595009647815,-0.017471999615559047
TaskInProgress.equals,346,5,5,2,1,3,-0.5853989422959193,2.1063092342119014
TaskInProgress.hashCode,19,7,3,1,0,0,-0.8682831744692726,0.06905219077239184
Child.main,3,187,35,3,1,1,2.1845004828544305,2.0002651749784404
Child.startPinging,1,9,32,6,2,2,1.5882016127825191,-0.7809276975119137
MapOutputServlet.doGet,0,26,50,7,2,2,2.551904625780058,-0.6154697762951935
TaskTrackerStatus.getTrackerName,8,0,3,1,0,0,-0.9148517126483025,-0.10689226777580595
TaskTrackerStatus.getHost,27,7,3,1,0,0,-0.8722266711153696,0.12742609554690948
TaskTrackerStatus.getHttpPort,1,0,3,1,0,0,-0.9114011530829675,-0.15796943445350883
TaskTrackerStatus.getFailures,0,0,3,1,0,0,-0.9109082160022055,-0.16526617255032364
TaskTrackerStatus.taskReports,1,1,3,1,0,0,-0.9039738893590514,-0.14430081452733226
TaskTrackerStatus.countMapTasks,3,5,13,5,0,0,0.3432830120382404,-0.1515578740349731
TaskTrackerStatus.countReduceTasks,3,5,13,5,0,0,0.3432830120382404,-0.1515578740349731
TaskTrackerStatus.getLastSeen,2,0,3,1,0,0,-0.9118940901637297,-0.1506726963566942
TaskTrackerStatus.setLastSeen,1,0,3,1,1,0,-0.7399340058814401,-0.4615830816001721
TaskTrackerStatus.write,361,66,11,2,1,3,0.06632679669453408,3.0338762015815486
TaskTrackerStatus.readFields,59,31,15,2,1,0,0.09261070344296103,0.341412985874432
TextInputFormat.configure,3,56,3,1,1,0,-0.324993111503659,0.3184531104593459
TextInputFormat.isSplitable,1,1,3,1,2,0,-0.5610395949559966,-0.7515281088206587
TextInputFormat.getRecordReader,7,28,24,3,4,2,1.1382246126211284,-1.0259711964409024
TextInputFormat.readLine,39,5,32,7,2,2,1.7585374172990988,-0.5709282502310953
LineRecordReader.createKey,3,2,3,1,0,0,-0.8975324997966595,-0.11603871840752632
LineRecordReader.createValue,4,2,3,1,0,0,-0.8980254368774216,-0.10874198031071163
LineRecordReader.next,212,47,15,3,2,3,0.5262711653517477,1.3602960656658094
LineRecordReader.getPos,36,4,3,1,0,0,-0.8989448960139771,0.15209087863971205
LineRecordReader.close,348,64,3,1,0,3,-0.6071054417767884,3.2487903604164936
TextStuffer.write,361,66,3,1,1,3,-0.4271919491773362,3.0673715483807746
TextStuffer.write,361,66,3,1,3,3,-0.08425765477428135,2.4601442540874485
TextOutputFormat.getRecordWriter,2,22,19,2,4,2,0.7056353238310713,-1.1188062194724813
LineRecordWriter.write,361,66,6,1,2,3,-0.15269644795430923,2.7559229414444397
LineRecordWriter.close,348,64,3,1,1,3,-0.435638294575261,2.9451767132698303
Job.toString,437,49,19,3,0,3,0.22465169392038092,3.6261800585419013
Job.getJobName,1,1,3,1,0,0,-0.9039738893590514,-0.14430081452733226
Job.setJobName,16,1,3,1,1,0,-0.7399007983689557,-0.338463390221775
Job.getJobID,7,1,3,1,0,0,-0.9069315118436241,-0.10052038594644407
Job.setJobID,1,0,3,1,1,0,-0.7399340058814401,-0.4615830816001721
Job.getMapredJobID,0,0,3,1,0,0,-0.9109082160022055,-0.16526617255032364
Job.setMapredJobID,0,0,3,1,1,0,-0.7394410688006781,-0.4688798196969869
Job.getJobConf,0,0,3,1,0,0,-0.9109082160022055,-0.16526617255032364
Job.setJobConf,2,42,3,1,1,0,-0.42848186655772325,0.11979569339605901
Job.getState,31,0,3,1,0,0,-0.9261892655058311,0.06093270845093214
Job.setState,1,0,3,1,1,0,-0.7399340058814401,-0.4615830816001721
Job.getMessage,17,3,3,1,0,0,-0.897006355203413,-0.00021576512594394178
Job.setMessage,0,0,3,1,1,0,-0.7394410688006781,-0.4688798196969869
Job.getDependingJobs,0,0,3,1,0,0,-0.9109082160022055,-0.16526617255032364
Job.isCompleted,0,0,5,3,0,0,-0.40466970969212923,-0.19569372046363978
Job.isReady,0,0,3,1,0,0,-0.9109082160022055,-0.16526617255032364
Job.checkRunningState,1,6,38,8,0,0,1.8665951722131249,-0.2555804239633294
Job.checkState,3,6,34,12,0,4,2.6033440332810875,-0.28094881749053974
Job.submit,1,8,23,6,0,0,0.9287549925910498,-0.1638641437757474
Job.main,3,187,4,1,1,1,0.6823212210031925,2.1064306675252538
JobControl.toArrayList,5,5,8,2,1,0,-0.314279043734537,-0.3897134165915847
